timestamp,symbol,market,side,qty,entry_price,exit_price,entry_fee,exit_fee,funding_total,net_pnl,return_pct,exit_reason,balance_after
2026-06-22 22:14:52,BTCUSDT,crypto,SHORT,0.00000000,63704.4574,64579.8738,4.7500,4.8153,1.0718,-139.0410,0.0000,signal,9860.9590
2026-06-24 18:33:44,BTCUSDT,crypto,SHORT,0.00000000,63942.2129,62462.8158,4.6822,4.5739,-0.2592,207.1443,0.0000,signal,10068.1033
2026-06-25 12:30:19,BTCUSDT,crypto,SHORT,0.15609686,61221.6638,61744.4568,4.7783,4.8191,-0.0818,-91.2854,-0.9552,signal,9976.8179
2026-06-25 12:30:20,ETHUSDT,crypto,SHORT,0.41315282,1651.3939,1653.9238,0.3411,0.3417,0.0000,-1.7280,-0.2533,signal,9975.0899
